GO_term,Description,DECount,Expected,N,notDECount,p,adjP,FDR,expression,shortest_path,longest_path,terminal_node,ontology,Group
GO:0017080,sodium channel regulator activity,3,0.08791951982416096,7,4,3.245765707594555e-4,0.4290902265440002,0.027129987068215754,Down,3,3,FALSE,MF,gad1SALK-Col-0
GO:0019871,sodium channel inhibitor activity,3,0.08791951982416096,7,4,3.245765707594555e-4,0.4290902265440002,0.027129987068215754,Down,4,5,TRUE,MF,gad1SALK-Col-0
GO:0099106,ion channel regulator activity,3,0.08791951982416096,7,4,3.245765707594555e-4,0.4290902265440002,0.027129987068215754,Down,3,3,FALSE,MF,gad1SALK-Col-0
GO:0016491,oxidoreductase activity,58,35.58542564882915,1677,1619,3.250948103321755e-4,0.429775339259136,0.027129987068215754,Down,2,2,FALSE,MF,gad1SALK-Col-0
GO:0010466,negative regulation of peptidase activity,6,0.8352354383295292,44,38,3.392003111149807e-4,0.44842281129400446,0.027854212880132883,Down,6,9,FALSE,BP,gad1SALK-Col-0
GO:0052548,regulation of endopeptidase activity,6,0.8352354383295292,44,38,3.392003111149807e-4,0.44842281129400446,0.027854212880132883,Down,6,8,FALSE,BP,gad1SALK-Col-0
GO:0002213,defense response to insect,5,0.5275171189449658,29,24,3.4972842798726406e-4,0.4623409817991631,0.028490826771901064,Down,4,6,FALSE,BP,gad1SALK-Col-0
GO:0009617,response to bacterium,25,11.187758897624482,534,509,3.642032518367459e-4,0.48147669892817807,0.029436404333904292,Down,3,5,FALSE,BP,gad1SALK-Col-0
GO:0032787,monocarboxylic acid metabolic process,25,11.275678417448644,538,513,3.8683415996779657e-4,0.5113947594774271,0.031021265449499895,Down,6,6,FALSE,BP,gad1SALK-Col-0
GO:0071944,cell periphery,121,88.8646546622707,4164,4043,4.092558104657454e-4,0.5410361814357154,0.03256490423062499,Down,2,2,FALSE,CC,gad1SALK-Col-0
GO:0043562,cellular response to nitrogen levels,6,0.8791951982416096,46,40,4.340694521615927e-4,0.5738398157576255,0.033500573651014866,Down,5,6,FALSE,BP,gad1SALK-Col-0
GO:0045861,negative regulation of proteolysis,6,0.8791951982416096,46,40,4.340694521615927e-4,0.5738398157576255,0.033500573651014866,Down,5,8,FALSE,BP,gad1SALK-Col-0
GO:0052547,regulation of peptidase activity,6,0.8791951982416096,46,40,4.340694521615927e-4,0.5738398157576255,0.033500573651014866,Down,5,7,FALSE,BP,gad1SALK-Col-0
GO:0070401,"NADP+ binding",2,0,2,0,4.6168728885286596e-4,0.6103505958634888,0.03512594524021531,Down,4,6,TRUE,MF,gad1SALK-Col-0
GO:1901698,response to nitrogen compound,17,6.484064587031871,312,295,4.663812766062546e-4,0.6165560476734686,0.035200340135381626,Down,3,3,FALSE,BP,gad1SALK-Col-0
GO:0080031,methyl salicylate esterase activity,4,0.30771831938456334,18,14,5.092110325309525e-4,0.6731769850059193,0.037468089007923,Down,5,5,TRUE,MF,gad1SALK-Col-0
GO:0080032,methyl jasmonate esterase activity,4,0.30771831938456334,18,14,5.092110325309525e-4,0.6731769850059193,0.037468089007923,Down,5,5,TRUE,MF,gad1SALK-Col-0
GO:0016247,channel regulator activity,3,0.1098993997802012,8,5,5.110282600133526e-4,0.6755793597376522,0.037468089007923,Down,2,2,FALSE,MF,gad1SALK-Col-0
GO:0010243,response to organonitrogen compound,15,5.407050469185899,261,246,5.727301336105487e-4,0.7571492366331453,0.04169419397432504,Down,4,4,FALSE,BP,gad1SALK-Col-0
GO:0006972,hyperosmotic response,7,1.3407726773184547,68,61,6.383382209763104e-4,0.8438831281306823,0.045820462968154015,Down,4,4,FALSE,BP,gad1SALK-Col-0
GO:0071215,cellular response to abscisic acid stimulus,16,6.088426747823147,293,277,6.621143275062257e-4,0.8753151409632304,0.04684765437665173,Down,5,6,FALSE,BP,gad1SALK-Col-0
GO:0097306,cellular response to alcohol,16,6.088426747823147,293,277,6.621143275062257e-4,0.8753151409632304,0.04684765437665173,Down,5,5,FALSE,BP,gad1SALK-Col-0
GO:0009063,cellular amino acid catabolic process,8,1.7803702764392595,89,81,6.667987659521147e-4,0.8815079685886956,0.04684765437665173,Down,4,7,FALSE,BP,gad1SALK-Col-0
GO:0009694,jasmonic acid metabolic process,6,0.9671147180657705,50,44,6.849584656973605e-4,0.9055150916519106,0.04750585991860419,Down,3,7,FALSE,BP,gad1SALK-Col-0
GO:0018958,phenol-containing compound metabolic process,7,1.362752557274495,69,62,6.974546329585446e-4,0.922035024771196,0.04804789398403387,Down,4,4,FALSE,BP,gad1SALK-Col-0
GO:0009405,pathogenesis,3,0.13187927973624144,9,6,7.543128721177516e-4,0.9972016169396677,0.051618445477265885,Down,2,2,FALSE,BP,gad1SALK-Col-0
GO:0019748,secondary metabolic process,19,7.736917744526164,371,352,7.721763830593203e-4,1,0.052490925344508915,Down,2,2,FALSE,BP,gad1SALK-Col-0
GO:0009696,salicylic acid metabolic process,6,1.011074477977851,52,46,8.463782555077515e-4,1,0.05678292079697141,Down,3,7,FALSE,BP,gad1SALK-Col-0
GO:0016840,carbon-nitrogen lyase activity,5,0.6593963986812073,35,30,8.598534749469091e-4,1,0.056942615854725015,Down,3,3,FALSE,MF,gad1SALK-Col-0
GO:0080030,methyl indole-3-acetate esterase activity,5,0.6593963986812073,35,30,8.598534749469091e-4,1,0.056942615854725015,Down,5,5,TRUE,MF,gad1SALK-Col-0
GO:0006066,alcohol metabolic process,11,3.4288612731422776,167,156,0.001017445829574192,1,0.06694703680921742,Down,3,4,FALSE,BP,gad1SALK-Col-0
GO:0048366,leaf development,19,8.19849522360301,392,373,0.0011082599909669325,1,0.07154663164435161,Down,5,7,FALSE,BP,gad1SALK-Col-0
GO:0009744,response to sucrose,7,1.4946318370107363,75,68,0.0011491145570079225,1,0.07326256367070728,Down,6,6,FALSE,BP,gad1SALK-Col-0
GO:0120254,olefinic compound metabolic process,7,1.4946318370107363,75,68,0.0011491145570079225,1,0.07326256367070728,Down,NA,NA,NA,NA,gad1SALK-Col-0
GO:0016106,sesquiterpenoid biosynthetic process,5,0.7253360385493279,38,33,0.0012610163349024615,1,0.07941047055267139,Down,6,8,FALSE,BP,gad1SALK-Col-0
GO:0042631,cellular response to water deprivation,5,0.7253360385493279,38,33,0.0012610163349024615,1,0.07941047055267139,Down,4,6,FALSE,BP,gad1SALK-Col-0
GO:0034285,response to disaccharide,7,1.5385915969228168,77,70,0.0013420773219416844,1,0.08298777318814539,Down,5,5,FALSE,BP,gad1SALK-Col-0
GO:0042538,hyperosmotic salinity response,6,1.1209738777580522,57,51,0.0013784350427236136,1,0.08464574187643419,Down,5,5,FALSE,BP,gad1SALK-Col-0
GO:0048583,regulation of response to stimulus,30,16.089272127821456,762,732,0.0014085743618918304,1,0.08464574187643419,Down,2,3,FALSE,BP,gad1SALK-Col-0
GO:0071462,cellular response to water stimulus,5,0.7473159185053682,39,34,0.0014212145426381769,1,0.08464574187643419,Down,4,5,FALSE,BP,gad1SALK-Col-0
GO:0045551,cinnamyl-alcohol dehydrogenase activity,3,0.17583903964832193,11,8,0.0014348605737603498,1,0.08464574187643419,Down,5,5,TRUE,MF,gad1SALK-Col-0
GO:0052747,sinapyl alcohol dehydrogenase activity,3,0.17583903964832193,11,8,0.0014348605737603498,1,0.08464574187643419,Down,5,5,TRUE,MF,gad1SALK-Col-0
GO:0120009,intermembrane lipid transfer,3,0.17583903964832193,11,8,0.0014348605737603498,1,0.08464574187643419,Down,5,6,FALSE,BP,gad1SALK-Col-0
GO:0120013,lipid transfer activity,3,0.17583903964832193,11,8,0.0014348605737603498,1,0.08464574187643419,Down,3,3,FALSE,MF,gad1SALK-Col-0
GO:0120014,phospholipid transfer activity,3,0.17583903964832193,11,8,0.0014348605737603498,1,0.08464574187643419,Down,4,4,FALSE,MF,gad1SALK-Col-0
GO:0008300,isoprenoid catabolic process,4,0.4395975991208048,24,20,0.001596602884356055,1,0.09259089981579013,Down,5,6,FALSE,BP,gad1SALK-Col-0
GO:0010286,heat acclimation,6,1.1649336376701327,59,53,0.0016509421548899824,1,0.09520428945699731,Down,4,5,FALSE,BP,gad1SALK-Col-0
GO:0071949,FAD binding,7,1.6045312367909375,80,73,0.0016779624991733692,1,0.09622188955198707,Down,5,6,TRUE,MF,gad1SALK-Col-0
GO:0009738,abscisic acid-activated signaling pathway,14,5.45101022909798,262,248,0.0017236835016837483,1,0.09811057850471809,Down,4,7,FALSE,BP,gad1SALK-Col-0
GO:0009968,negative regulation of signal transduction,8,2.0880885958238227,103,95,0.0017300145267414313,1,0.09811057850471809,Down,3,6,FALSE,BP,gad1SALK-Col-0
GO:0006817,phosphate ion transport,5,0.7912756784174486,41,36,0.0017858803625470639,1,0.10072230023152326,Down,7,7,FALSE,BP,gad1SALK-Col-0
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",11,3.714599712570801,180,169,0.0018568520371147613,1,0.10415278091248331,Down,4,4,FALSE,MF,gad1SALK-Col-0
GO:0004866,endopeptidase inhibitor activity,5,0.8132555583734888,42,37,0.001991893606083456,1,0.11051954051202106,Down,5,5,FALSE,MF,gad1SALK-Col-0
GO:0010648,negative regulation of cell communication,8,2.1760081156479836,107,99,0.002202019837405666,1,0.1188685515649133,Down,3,5,FALSE,BP,gad1SALK-Col-0
GO:0023057,negative regulation of signaling,8,2.1760081156479836,107,99,0.002202019837405666,1,0.1188685515649133,Down,2,4,FALSE,BP,gad1SALK-Col-0
GO:0030414,peptidase inhibitor activity,5,0.8352354383295292,43,38,0.0022147339479554606,1,0.1188685515649133,Down,4,4,FALSE,MF,gad1SALK-Col-0
GO:0061135,endopeptidase regulator activity,5,0.8352354383295292,43,38,0.0022147339479554606,1,0.1188685515649133,Down,4,4,FALSE,MF,gad1SALK-Col-0
GO:0006914,autophagy,7,1.6924507566150986,84,77,0.002223430393227716,1,0.1188685515649133,Down,3,4,FALSE,BP,gad1SALK-Col-0
GO:0061919,process utilizing autophagic mechanism,7,1.6924507566150986,84,77,0.002223430393227716,1,0.1188685515649133,Down,2,2,FALSE,BP,gad1SALK-Col-0
GO:0015748,organophosphate ester transport,6,1.2528531574942936,63,57,0.002316631997074905,1,0.12320955896363797,Down,5,5,FALSE,BP,gad1SALK-Col-0
GO:0044242,cellular lipid catabolic process,8,2.197987995604024,108,100,0.0023344894939274106,1,0.12351930955062089,Down,4,5,FALSE,BP,gad1SALK-Col-0
GO:1901565,organonitrogen compound catabolic process,32,17.979541804040917,850,818,0.002350709330135031,1,0.1237396779094824,Down,4,4,FALSE,BP,gad1SALK-Col-0
GO:0000302,response to reactive oxygen species,10,3.275002113449996,159,149,0.002389607078279092,1,0.1251454563122042,Down,4,4,FALSE,BP,gad1SALK-Col-0
